"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 28 12:50:45 CST 2025","Fri Nov 28 12:50:46 CST 2025","1204","testcase","test_home_testlist","Test_Home","","","test_home_testlist",""
"passed","Fri Nov 28 12:50:29 CST 2025","Fri Nov 28 12:50:31 CST 2025","2511","testcase","test_User_GetProfile","Test_Profile","","","test_User_GetProfile",""
"passed","Fri Nov 28 12:50:37 CST 2025","Fri Nov 28 12:50:39 CST 2025","2013","testcase","test_home_project","Test_Home","","","test_login_correct",""
"passed","Fri Nov 28 12:50:49 CST 2025","Fri Nov 28 12:50:50 CST 2025","1044","testcase","test_mcp_project","Test_MCP","","","test_mcp_project",""
"passed","Fri Nov 28 12:50:52 CST 2025","Fri Nov 28 12:50:53 CST 2025","1110","testcase","test_mcp_testlist","Test_MCP","","","test_mcp_testlist",""
"passed","Fri Nov 28 12:50:41 CST 2025","Fri Nov 28 12:50:43 CST 2025","1148","testcase","test_home_project_tests","Test_Home","","","test_home_project",""
"passed","Fri Nov 28 12:50:33 CST 2025","Fri Nov 28 12:50:35 CST 2025","1138","testcase","test_User_UpdateProfile","Test_Profile","","","test_User_UpdateProfile",""
